time	distance
2016.81500237044	0
2016.82774484955	0
2016.84048732866	0
2016.85322980778	0
2016.86597228689	0
2016.878714766	0
2016.89145724511	0
2016.90419972422	0
2016.91694220333	0
2016.92968468245	0
2016.94242716156	0
2016.95516964067	0
2016.96791211978	0
2016.98065459889	0
2016.99339707801	0
2017.00613955712	0
2017.01888203623	0
2017.03162451534	0
2017.04436699445	0
2017.05710947357	0
2017.06985195268	0
2017.08259443179	0
2017.0953369109	0
2017.10807939001	0
2017.12082186912	0
2017.13356434824	0
2017.14630682735	0
2017.15904930646	0
2017.17179178557	0
2017.18453426468	0
2017.1972767438	0
2017.21001922291	0
2017.22276170202	0
2017.23550418113	0
2017.24824666024	0
2017.26098913936	0
2017.27373161847	0
2017.28647409758	0
2017.29921657669	0
2017.3119590558	0
2017.32470153491	0
2017.33744401403	0
2017.35018649314	0
2017.36292897225	0
2017.37567145136	0
2017.38841393047	0
2017.40115640959	0
2017.4138988887	0
2017.42664136781	0
2017.43938384692	0
2017.45212632603	0
2017.46486880514	0
2017.47761128426	0
2017.49035376337	0
2017.50309624248	0
2017.51583872159	0
2017.5285812007	0
2017.54132367982	0
2017.55406615893	0
2017.56680863804	0
2017.57955111715	0
2017.59229359626	0
2017.60503607538	0
2017.61777855449	0
2017.6305210336	0
2017.64326351271	0
2017.65600599182	0
2017.66874847093	0
2017.68149095005	0
2017.69423342916	0
2017.70697590827	0
2017.71971838738	0
2017.73246086649	0
2017.74520334561	0
2017.75794582472	0
2017.77068830383	0
2017.78343078294	0
2017.79617326205	0
2017.80891574117	0
2017.82165822028	0
2017.83440069939	0
2017.8471431785	0
2017.85988565761	0
2017.87262813672	0
2017.88537061584	0
2017.89811309495	0
2017.91085557406	0
2017.92359805317	0
2017.93634053228	0
2017.9490830114	0
2017.96182549051	0
2017.97456796962	0
2017.98731044873	0
2018.00005292784	0
2018.01279540695	0
2018.02553788607	0
2018.03828036518	0
2018.05102284429	0
2018.0637653234	0
2018.07650780251	0
2018.08925028163	0
2018.10199276074	0
2018.11473523985	0
2018.12747771896	0
2018.14022019807	0
2018.15296267719	0
2018.1657051563	0
2018.17844763541	0
2018.19119011452	0
2018.20393259363	0
2018.21667507274	0
2018.22941755186	0
2018.24216003097	0
2018.25490251008	0
2018.26764498919	0
2018.2803874683	0
2018.29312994742	0
2018.30587242653	0
2018.31861490564	0
2018.33135738475	0
2018.34409986386	0
2018.35684234297	0
2018.36958482209	0
2018.3823273012	0
2018.39506978031	0
2018.40781225942	0
2018.42055473853	0
2018.43329721765	0
2018.44603969676	0
2018.45878217587	0
2018.47152465498	0
2018.48426713409	0
2018.49700961321	0
2018.50975209232	0
2018.52249457143	0
2018.53523705054	0
2018.54797952965	0
2018.56072200876	0
2018.57346448788	0
2018.58620696699	0
2018.5989494461	0
2018.61169192521	0
2018.62443440432	0
2018.63717688344	0
2018.64991936255	0
2018.66266184166	0
2018.67540432077	0
2018.68814679988	0
2018.700889279	0
2018.71363175811	0
2018.72637423722	0
2018.73911671633	0
2018.75185919544	0
2018.76460167455	0
2018.77734415367	0
2018.79008663278	0
2018.80282911189	0
2018.815571591	0
2018.82831407011	0
2018.84105654923	0
2018.85379902834	0
2018.86654150745	0
2018.87928398656	0
2018.89202646567	0
2018.90476894479	0
2018.9175114239	0
2018.93025390301	0
2018.94299638212	0
2018.95573886123	0
2018.96848134034	0
2018.98122381946	0
2018.99396629857	0
2019.00670877768	0
2019.01945125679	0
2019.0321937359	0
2019.04493621502	0
2019.05767869413	0
2019.07042117324	0
2019.08316365235	0
2019.09590613146	0
2019.10864861057	0
2019.12139108969	0
2019.1341335688	0
2019.14687604791	0
2019.15961852702	0
2019.17236100613	0
2019.18510348525	0
2019.19784596436	0
2019.21058844347	0
2019.22333092258	0
2019.23607340169	0
2019.24881588081	0
2019.26155835992	0
2019.27430083903	0
2019.28704331814	0
2019.29978579725	0
2019.31252827636	0
2019.32527075548	0
2019.33801323459	0
2019.3507557137	0
2019.36349819281	0
2019.37624067192	0
2019.38898315104	0
2019.40172563015	0
2019.41446810926	0
2019.42721058837	0
2019.43995306748	0
2019.45269554659	0
2019.46543802571	0
2019.47818050482	0
2019.49092298393	0
2019.50366546304	0
2019.51640794215	0
2019.52915042127	0
2019.54189290038	0
2019.55463537949	0
2019.5673778586	0
2019.58012033771	0
2019.59286281683	0
2019.60560529594	0
2019.61834777505	0
2019.63109025416	0
2019.64383273327	0
2019.65657521238	0
2019.6693176915	0
2019.68206017061	0
2019.69480264972	0
2019.70754512883	0
2019.72028760794	0
2019.73303008706	0
2019.74577256617	0
2019.75851504528	0
2019.77125752439	0
2019.7840000035	0
2019.79674248262	0
2019.80948496173	0
2019.82222744084	0
2019.83496991995	0
2019.84771239906	0
2019.86045487817	0
2019.87319735729	0.03497371708503
2019.8859398364	0.0841590608476243
2019.89868231551	0.13226114870313
2019.91142479462	0.188810909592433
2019.92416727373	0.2391786944684
2019.93690975285	0.335755073240946
2019.94965223196	0.474974385660108
2019.96239471107	19.314326188181
2019.97513719018	78.889053900275
2019.98787966929	165.585180324299
2020.00062214841	330.583131015443
2020.01336462752	330.589671390116
2020.02610710663	330.595879137259
2020.03884958574	330.606136898121
2020.05159206485	330.609047148637
2020.06433454396	330.621963103049
2020.07707702308	330.639135859199
2020.08981950219	330.653705091371
2020.1025619813	330.662916472713
2020.11530446041	330.671973251403
2020.12804693952	330.676122432778
2020.14078941864	330.684292138844
2020.15353189775	330.689449841776
2020.16627437686	330.696251353065
2020.17901685597	330.699265513562
2020.19175933508	330.705555897972
2020.20450181419	330.712829656098
2020.21724429331	330.724430311129
2020.22998677242	330.731712198997
2020.24272925153	330.738009213832
2020.25547173064	330.745942486315
2020.26821420975	330.757797223344
2020.28095668887	330.766576538679
2020.29369916798	330.780807169959
2020.30644164709	330.810638098578
2020.3191841262	330.835454808607
2020.33192660531	330.868778546313
2020.34466908443	330.915849747151
2020.35741156354	330.991718642463
2020.37015404265	331.0592831625
2020.38289652176	331.222699577712
2020.39563900087	331.4617458893
2020.40838147998	333.670298122109
2020.4211239591	338.543886870195
2020.43386643821	343.557699040009
2020.44660891732	348.572381513874
2020.45935139643	353.599159293565
2020.47209387554	358.641875665919
2020.48483635466	363.508645067942
2020.49757883377	368.46495855047
2020.51032131288	368.46495855047
2020.52306379199	368.46495855047
2020.5358062711	368.46495855047
2020.54854875021	368.46495855047
2020.56129122933	368.46495855047
2020.57403370844	368.46495855047
2020.58677618755	368.46495855047
2020.59951866666	368.46495855047
2020.61226114577	368.46584513016
2020.62500362489	368.469843666255
2020.637746104	368.472656108255
2020.65048858311	368.475468686136
2020.66323106222	368.478281399898
2020.67597354133	368.483780595526
2020.68871602045	368.48962034184
2020.70145849956	368.493772481933
2020.71420097867	368.493772481933
2020.72694345778	368.493772481933
2020.73968593689	368.493772481933
2020.752428416	368.493772481933
2020.76517089512	368.493772481933
2020.77791337423	368.493772481933
2020.79065585334	368.493772481933
2020.80339833245	368.493772481933
2020.81614081156	368.495121982221
2020.82888329068	368.495121982221
2020.84162576979	368.495121982221
2020.8543682489	368.497893143621
2020.86711072801	368.497893143621
2020.87985320712	368.506597371442
2020.89259568624	368.519262907027
2020.90533816535	368.526494579351
2020.91808064446	368.526494579351
2020.93082312357	368.526494579351
2020.94356560268	368.534901078162
2020.95630808179	368.534901078162
2020.96905056091	368.534901078162
2020.98179304002	368.534901078162
2020.99453551913	368.534901078162
